label,value,country
마드리드 바라쟈스 공항,MAD,스페인
마두라이 공항,IXM,인도
매홍선 공항,HGN,태국
매 솟 공항,MAQ,태국
마피아 공항,MFA,탄자니아
매그렛 익포 국제공항,CBQ,나이지리아
마젠타 공항,GEA,뉴칼레도니아
마그니토고르스크 공항,MQF,러시아
마공 공항,MZG,대만
마하나라 프라탑 공항 ,UDR,인도
머샤흐 공항,MRX,이란
마이두구리 국제공항,MIU,나이지리아
메이저 제네랄 FAP 아르만도 로베레도 이글레시아스 공항,CJA,페루
마케모 공항,MKP,프랑스령폴리네시아
마쿠르디 공군기지,MDI,나이지리아
말 쿤하 마체이도 공항,SLZ,브라질
말라드시티 공항,MLU,미국
말라가 공항 ,AGP,스페인
말라티아 에르학 공항,MLX,터키
말레이 공항,MPH,필리핀
메일 국제공항,MLE,몰디브
말람 아미뉴 카노 국제공항,KAN,나이지리아
말펜사 공항,MXP,이탈리아
말타국제공항 ,MLA,몰타
맘바자오 공항,CGM,필리핀
맘부라오 공항,MBO,필리핀
만사스 국제공항,FRU,키르기스스탄
맨체스터 국제공항,MAN,영국
맨체스터-보스톤 지역 공항,MHT,미국
만델리 공항,CEQ,프랑스
망시 공항,LUM,중국
머나이 공항,XMH,프랑스령폴리네시아
마닝그리다 공항,MNG,오스트레일리아
마노다약 국제공항,AJY,니제르
Manzhouli Xijiao 공항,NZH,마카오
마오타사바일아일랜드 공항,MXS,사모아
마오타이 공항,WMT,마카오
마푸토 국제공항,MPM,모잠비크
마라바 공항,MAB,브라질
마라디 공항,MFQ,니제르
마르세 공항 ,ANE,프랑스
마실략 공항,RDZ,프랑스
마르코 폴로 국제공항,VCE,이탈리아
마르딘 공항,MQM,터키
마레첼 론돈 공항,CGB,브라질
마리아 몬테즈 국제공항,BRX,도미니카공화국
마리아 라이슈 노이만 공항,NZC,페루
마리보르 공항,MBX,슬로베니아
마리도 공항,MMD,일본
메리함 공항,MHQ,핀란드
마리나 디 캄포 공항,EBA,이탈리아
마링두케 공항,MRQ,필리핀
마리파슬라 공항,MPY,프랑스령기아나
마리스칼 라마르 공항,CUE,에콰도르
마리스칼 수쿠레 국제공항,UIO,에콰도르
마르코보 공항,KVM,러시아
마로카이도어 공항,MCY,오스트레일리아
마사 알람 공항,RMF,이집트
마루디 공항,MUR,말레이시아
마스바트 공항,MBT,필리핀
마슈하드 국제공항 ,MHD,이란
마타칸 공항,SLM,스페인
마타이바 공항,MVT,프랑스령폴리네시아
마타버리 국제공항,IPC,칠레
마테카나 공항,PEI,콜롬비아
마더 공항,MHR,미국
마티 공항,DVO,필리핀
매츠파 국제공항,MTS,에스와티니
마츠모토 공항,MMJ,일본
마츠야마 /마쯔야마 공항,MYJ,일본
마툰도 공항,TET,모잠비크
모뵈주 엘레스메 공항,XME,프랑스
마운 공항,MUB,보츠와나
모페르투스 공항,CER,프랑스
모피티 공항,MAU,프랑스령폴리네시아
모리스 비숍 국제공항 ,GND,그라나다
마야 마야 공항,BZV,콩고 민주공화국
낸시 플로어 공항,MZA,페루
마자메 공항,DCM,프랑스
맥커란 국제공항,LAS,미국
맥기 타이슨 공항,TYS,미국
미도우즈 필드 공항,BFL,미국
메케리아 공항,MZW,알제리
메디슨햇 공항,YXH,캐나다
메디 공항,RYN,프랑스
메디테라니 공항,MPL,프랑스
메게베 공항,MVV,프랑스
메함 공항,MEH,노르웨이
메드라밧 국제공항,THR,이란
메이시안 공항,MXZ,마카오
멜버른 국제공항,MLB,미국
멜리야 공항,MLN,스페인
멀리타 공항,DJE,튀니지
메만베쓰 /메만베쯔 공항,MMB,일본
멤밍겐 공항,FMM,독일
멤피스 국제공항,MEM,미국
메나라 공항,RAK,모로코
메노르카 공항,MAH,스페인
메르세디타 공항,PSE,푸에르토리코
메림불라 공항,MIM,오스트레일리아
메르사마트루 공항,MUH,이집트
메르빌 칼론 공항,HZB,프랑스
메트로폴리탄에어리어,RIO,브라질
메스 낭시 로레인 공항,ETZ,프랑스
뫼숑 공항,VNE,프랑스
엠푸베 공항,MFU,잠비아
마이애미 국제공항,MIA,미국
면양 남경 공항,MIG,마카오
미구엘 히달고 공항,GDL,멕시코
미호 공항,YGJ,일본
밀라스 공항,BJV,터키
밀두라 공항,MQL,오스트레일리아
밀로스 아일랜드 내셔널 공항,MLO,그리스
미낭카바우 국제공항,PDG,인도네시아
미나티틀란 코아차콜코스 내셔널 공항,MTT,멕시코
미네랄예 보디 공항,MRV,러시아
밍갈라돈 공항,RGN,버마
미니스트로 피스타리니 공항 ,EZE,아르헨티나
미니스터 빅토 컨더 국제공항,NVT,브라질
민나 공항,MXJ,나이지리아
미니애폴리스 세인트폴 국제공항,MSP,미국
민스크 2 국제공항,MSQ,벨로루시
미끌롱 공항,MQC,생피에르미클롱
미라플로레스 공항,MFS,콜롬비아
미라마레 공항,RMI,이탈리아
미레쿠 공항,EPL,프랑스
미리 공항,MYY,말레이시아
미르느이 공항,MJZ,러시아
미사와 공항,MSJ,일본
미아케지마 공항,MYE,일본
미야자키 공항,KMI,일본
모빌 지역공항,MOB,미국
모킴보아드프라이아 공항,MZB,모잠비크
모헨조다로 공항,MJD,파키스탄
모가도 공항 ,ESU,모로코
모하메드 V 공항,CMN,모로코
모헤 굴리안 공항,OHE,마카오
모이 국제공항,MBA,케냐
모세스 벤자켄 렝기포 공항,YMS,페루
모크라야 공항,OZH,우크라이나
모나코 헬리포트,MCM,모나코
몬베쓰 공항,MBE,일본
몽벨리아르 쿠첼라 공항,XMF,프랑스
몽도 핀-생크 레핀 공항,SCP,프랑스
몬터레이 페닌슬라 공항,MRY,미국
몬테클라로스 공항,MOC,브라질
몬티치아리 공항 ,VBS,이탈리아
몬트리얼 피에르 엘리엇 트루도 국제공항,YUL,캐나다
미라벨 공항,YMX,캐나다
몬트로즈 지역공항,MTJ,미국
무라빈 공항,MBW,오스트레일리아
모라 공항,MXX,스웨덴
모란바 공항,MOV,오스트레일리아
모리 공항,MRZ,오스트레일리아
모리아이스 플루쟁 공항,MXN,프랑스
모닝턴 아일랜드 공항,ONG,오스트레일리아
모루야 공항,MYA,오스트레일리아
"모스공항, 리지/라이게 공항",RYG,노르웨이
모스타르 국제공항,OMO,보스니아 헤르체고비나
모투 무테 공항,BOB,프랑스령폴리네시아
모우에 공항,ILP,뉴칼레도니아
뮬랴이 알리 쉐리프 공항,ERH,모로코
물랭-몽베르구니공항,XMU,프랑스
마운트겜비어 공항,MGB,오스트레일리아
마운트이사 공항,ISA,오스트레일리아
마운트 시나이 공항,SKV,이집트
Moussa Nakhl 토비아스-바우루 / Arealva State Airport,JTC,브라질
엠파챠 공항,MPA,나미비아
므타라 공항,MYW,탄자니아
무안 국제공항,MWX,대한민국
무단장 공항,MDG,마카오
무카 공항,MKM,말레이시아
무키노 공항,UUD,러시아
물탄 국제공항,MUX,파키스탄
무루 공항,MZV,말레이시아
문도 마야 국제공항,FRS,과테말라
뮌헨 국제공항,MUC,독일
먼스토 오스나브룩 국제공항,FMO,독일
무르만스크 공항,MMK,러시아
무탈라 무하메드 공항,LOS,나이지리아
무슈 공항,MSR,터키
므완자 공항,MWZ,탄자니아
미콜라이프 공항,NLV,우크라이나
미코노스 아일랜드 내셔널 공항,JMK,그리스
머틀 비치 국제 공항,MYR ,미국
마이소르 공항,MYQ,인도
미틸렌 국제공항 ,MJT,그리스
니코스 카잔카키스 공항,HER,그리스
나칼라 공항,MNC,모잠비크
나디 국제공항,NAN,피지
나도르 국제공항,NDR,모로코
나임 공항,NYM,러시아
나가 공항,WNP,필리핀
나가사키 공항,NGS,일본
나하 공항,OKA,일본
네란 국내공항,EAM,사우디아라비아
나가시베쓰 공항,SHB,일본
나히체반 공항,NAJ,아제르바이잔
나콘파놈 공항,KOP,태국
낙혼랏챠시마 공항,NAK,태국
나일 공항,BKB,인도
남풀라 공항,APL,모잠비크
남소스 공항,OSY,노르웨이
난 공항,NNT,태국
너나이모 공항,YCD,캐나다
난창 국제공항,KHN,마카오
난충 공항,NAO,마카오
낭시 에시 공항,ENC,프랑스
난데드 공항,NDC,인도
낭안 공항,LZN,대만
난징 루쿠 국제공항,NKG,마카오
난키 시라하마 공항,SHM,일본
난닝 웍슈 국제공항,NNG,마카오
난핑 우이산 공항 ,WUS,마카오
난퉁 신동 공항,NTG,마카오
난양 공항,NNY,마카오
난유안 공항,NAY,중국
나폴리 공항,APF ,미국
나폴리 국제공항,NAP,이탈리아
나포카 공항,CLJ,루마니아
나푸카 공항,NAU,프랑스령폴리네시아
나라티왓 공항,NAW,태국
나리타 공항,NRT,일본
나란데라 공항,NRA,오스트레일리아
나식 공항,ISK,인도
내슈빌 국제공항,BNA,미국
나사우 국제공항,NAS,바하마
내트로나 카운티 국제공항,CPR,미국
나우조리 국제공항,SUV,피지
나보이 국제공항,NVI,우즈베키스탄
나왑샤 공항,WNS,파키스탄
낙소스 아일랜드 내셔널 공항,JNX,그리스
Naypyidaw 공항,NYT,버마
은돌라 공항,NLA,잠비아
네아 안키알로스 공항,VOL,그리스
네플라 공항,TOE,튀니지
네옴 공항,NUM,사우디아라비아
네타지 쉽하스 챤드라 공항,CCU,인도
네우켄 공항,NQN,아르헨티나
네버스 포쉠볼트 공항,NVS,프랑스
네브셰히르 공항,NAV,터키
뉴왁 리버티 국제공항,EWR,미국
뉴캐슬 국제공항,NCL,영국
뉴먼 공항,ZNE,오스트레일리아
뉴포트 뉴스 / 윌리암스버그 국제공항,PHF,미국
응갈라 공항,NGL,러시아
음 게운데레 공항,NGE,카메룬
은리군사 공항,NGQ,마카오
느구라 라이 공항,DPS,인도네시아
누휼런바이 공항 ,GOV,오스트레일리아
나이아가라폴스 국제공항,IAG,미국
Niau 공항,NIU,프랑스령폴리네시아
니콜라우스 코페르니쿠스 공항,WRO,폴란드
니가타 /키가타 공항,KIJ,일본
니콜라이에프스-에-아무르 공항,NLI,러시아
님 아를 카마규 공항,FNI,프랑스
닝보 리쉬 국제공항,NGB,마카오
Ninglang Luguhu 공항,NLH,마카오
니노이 아퀴노 국제공항,MNL,필리핀
니오트 소슈 공항,NIT,프랑스
니스 국제공항,INI,세르비아
니즈네바토브스크 공항,NJC,러시아
노갈레스 국제공항,NOG,멕시코
노이 바이 공항,HAN,베트남
노르델라 공항 ,PDL,포르투갈
노퍽 국제공항,ORF,미국
노포크아일랜드 공항,NLK,오스트레일리아
노릴 공항,NSK,러시아
노먼 먼레이 공항,KIN,자메이카
노먼 Y. 미네타 산 호세 국제공항,SJC,미국
노스 베이 공항,BRR,영국
노스 프론트 공항,GIB,스페인
노스 라스베이거스 공항,VGT,미국
노스플랫 지역공항,LBF,미국
북부 반도 공항,ABM,오스트레일리아
노스웨스트 아르캔자스 공항,XNA,미국
노스웨스트 플로리다 해변 국제 공항,ECP,미국
노리치 국제공항,NWI,영국
Noshahr 공항,NSH,이란
노토 공항,NTQ,일본
노토덴 공항,NTB,노르웨이
노팅엄 이스트 미들랜 공항,EMA,영국
누악쇼트-옴툰시 국제공항,NKC,모리타니아
노보쿠즈네츠크 공항,NOZ,러시아
노보시비르스크 공항 ,OVB,러시아
노비 공항,KHV,러시아
Novy Urengoy 공항,NUX,러시아
노야브스크 공항,NOJ,러시아
시말런 공항,NSI,카메룬
누쿠 히바 공항,NHV,프랑스령폴리네시아
누쿠타바크 공항,NUK,프랑스령폴리네시아
누키 공항,NQU,콜롬비아
뉘른베르크 공항,NUE,독일
Nyingchi Mainling Airport,LZY,홍콩
오클랜드 국제공항,OAK,미국
오밴도 공항,PDA,콜롬비아
오비히로 공항,OBO,일본
옥테빌르 공항,LEH,프랑스
오다테 노시로 공항,ONJ,일본
오데사 센트럴 공항,ODS,우크라이나
오굴젤리 공항,GZT,터키
오헤어 국제공항,ORD,미국
오이타 공항,OIT,일본
오카다마 공항,OKD,일본
오카야마 /오까야마 공항,OKJ,일본
오카 공항,OHH,러시아
오호츠크 공항,OHO,러시아
오키 공항,OKI,일본
오키노에라부 공항,OKE,일본
오쿠시리 공항,OIR,일본
올랜드 마인 에어스테이션,OLA,노르웨이
올림픽 댐 공항,OLP,오스트레일리아
오미로스 공항 ,JKH,그리스
온당바 공항,OND,나미비아
온지바 페레이라 공항,VPE,앙골라
온타리오 국제공항,ONT,미국
오피라 국제공항,SSH,이집트
OR 탐보 국제공항,JNB,남아프리카
오라데아 국제공항,OMR,루마니아
오르도스 신간호로 공항,DSN,마카오
오르두개리 공항,OGU,터키
오레브로 보포르 공항,ORB,스웨덴
오리오 알 세리오 공항,BGY,이탈리아
올랜도 국제공항,MCO,미국
오를레앙 브리시 공항,ORE,프랑스
오를리 공항,ORY,프랑스
오목 공항,OMC,필리핀
외른셸스비크 공항,OER,스웨덴
오쉬 공항,OSS,키르기스스탄
오시마 공항,OIM,일본
오시예크 공항,OSI,크로아티아
오슬로 공항,OSL,노르웨이
오스타피에보 국제공항,OSF,러시아
오스텐 브루즈 국제공항,OST,벨기에
오스트라바 레오 자냐체크 공항 ,OSR,체코 공화국
오스왈도 비에이라 공항,OXB,기니비사우
오타와 맥도날 카티어 국제공항,YOW,캐나다
와가두구 공항,OUA,부르키나 파소
오너햄 공항,LIF,뉴칼레도니아
아우아자자테 공항,OZZ,모로코
이라야 공항,HME,알제리
울룹 공항,UVE,뉴칼레도니아
오울루 공항,OUL,핀란드
오브다 공항,VDA,이스라엘
오웬 로버츠 국제공항,GCM,케이맨제도(영국)
옥스퍼드 공항,OXF,영국
옥스나드 공항,OXR,미국
오요 람보 공항,OLL,콩고 민주공화국
페더브른 리프슈타트 공항,PAD,독일
파드레 호세 드 알다미즈 국제공항,PEM,페루
파가디안 공항,PAG,필리핀
페이지 필드 공항,FMY,미국
파이 공항,PYY,태국
파얄라 공항,PJA,스웨덴
파자스 블랑카스 공항 ,COR,아르헨티나
파룡 공항,PYG,인도
팔랑가 국제공항,PLQ,리투아니아
Palenque 국제공항,PQM,멕시코
팜비치 국제공항,PBI,미국
팜 아일랜드 공항,PMK,오스트레일리아
팜스프링스 국제공항,PSP,미국
팔마데마요르카 공항,PMI,스페인
팔마레즈 공항,MCZ,브라질
팔마스 공항,PMW,브라질
팜데일 지역공항,PMD,미국
팔머스턴노스 공항,PMR,뉴질랜드
팔로 네그로 공항,BGA,콜롬비아
팜플로나 공항,PNA,스페인
팜풀하 공항,PLU,브라질
팡칼피낭 공항,PGK,인도네시아
팡코르 공항,PKG,말레이시아
팡구어 공항,PJG,파키스탄
판트니가르 공항,PGH,인도
판텔레리아 공항,PNL,이탈리아
Panzhihua Baoanying 공항,PZI,마카오
파포스 국제공항,PFO,키프러스
파라버두 공항,PBO,오스트레일리아
파르두비체 공항,PED,체코 공화국
파크스 공항,PKE,오스트레일리아
파르마 공항,PMF,이탈리아
Parnaiba-Prefeito Joao Silva Filho 국제공항,PHB,브라질
파로 공항,PBH,부탄
파로스 내셔널 공항,PAS,그리스
파사바드-모간 공항,PFQ,이란
파쉬코브스키 공항,KRR,러시아
파시갓 공항,IXT,인도
파스니 공항,PSI,파키스탄
패단콧 공군기지,IXP,인도
파티무라 공항,AMQ,인도네시아
파울로아폰소 공항,PAV,브라질
필라메두 공항,CJB,인도
펨바 / 펨바아일랜드 공항,POL,모잠비크
페낭 국제공항,PEN,말레이시아
펭칼란 체파 공항,KBR,말레이시아
펜서콜라 걸프 코스트 지역공항,PNS,미국
펜자 공항,PEZ,러시아
페랄레즈 공항,IBE,콜롬비아
페레톨라 공항 ,FLR,이탈리아
페리그 공항,PGX,프랑스
페르시아만 공항,PGU,이란
퍼스 국제공항,PER,오스트레일리아
페샤와르 국제공항,PEW,파키스탄
페트롤리나 국제공항,PNZ,브라질
페벡 공항,PWE,러시아
Phetchabun 공항,PHY,태국
필라델피아 국제공항,PHL,미국
필리포스 공항,KZI,그리스
피챠누록 공항,PHS,태국
피닉스 디어밸리 공항,DVT,미국
피닉스 스카이하버 국제공항,PHX,미국
피닉스메사 게이트웨이 공항,AZA,미국
프래 공항,PRH,태국
푸 바이 공항,HUI,베트남
푸 캇 공항,UIH,베트남
푸케트 섬 국제공항,HKT,태국
풍둑 공항,BMV,베트남
피아르코 공항,POS,트리니다드토바고
피코 공항,PIX,포르투갈
피드몬트 트라이얏 국제공항,GSO,미국
피에르폰즈 공항,ZSE,에위니옹
피에타니 공항,PZY,슬로바키아
핀토 마틴 공항,FOR,브라질
피토라가르 공항,NNS,인도
피츠버그 국제공항,PIT,미국
플라시드드카스트로 국제공항,RBR,브라질
플라지 블랑슈 공항,TTA,모로코
플레인 코레일 공항,RRG,모리셔스
플라야 데 오로 국제공항,ZLO,멕시코
플레이쿠 공항,PXU,베트남
플레소 공항,ZAG,크로아티아
플뢰르튀트 공항,DNR,프랑스
포카텔로 지역공항,PIH,미국
포켄통 공항,PNH,캄보디아
포드고리카 공항,TGD,몬테네그로
포항 공항,KPO,대한민국
포인트 벨레 공항,FUT,왈리스푸투나
폴로니아 공항,MES,인도네시아
폴 타바 국제 공항,PLV,우크라이나
폴리안니 공항,PYJ,러시아
폰시아노 아리아가 국제공항,SLP,멕시코
퐁디셰리 공항,PNY,인도
폰타포라 국제공항,PMG,브라질
포프라드 타트라 공항,TAT,슬로바키아
포르반다르 공항,PBD,인도
포레타 공항,BIA,프랑스
포리 공항,POR,핀란드
포트 콜럼버스 국제공항,CMH,미국
포트엘리자베스 공항,PLZ,남아프리카
포트하커트 국제공항,PHC,나이지리아
포트헤드랜드 국제공항,PHE,오스트레일리아
포트링컨 공항,PLO,오스트레일리아
포트매콰리 공항,PQQ,오스트레일리아
포트사이드 공항,PSD,이집트
포틀랜드 국제공항,PDX,미국
포틀랜드 국제제트포트 ,PWM,미국
포토산토 공항,PXO,포르투갈
포토로즈 공항,POW,슬로베니아
프레페이토 레나토 모레이라 공항,IMP,브라질
프레기가 공항,SNE,카보베르데
프레지덴테 이바네즈 공항,PUQ,칠레
프레스트윅 공항,PIK,영국
프린스 압둘 마지드 빈 압둘 아지즈 국내 공항,ULH,사우디아라비아
프린스죠지 공항,YXS,캐나다
모하메드 빈 압둘지즈 공항,MED,사우디아라비아
프린스 사이드 이브라힘 국제공항,HAH,코모로
프린세스 훌리아나 국제공항,SXM,신트마르턴
프린시프 공항,PCP,상투메프린시페
프리스티나 국제공항 아뎀 자샤리,PRN,코소보
프로방스 공항,MRS,프랑스
푸동 공항,PVG,마카오
푸에르토카레뇨 공항,PCR,콜롬비아
푸에르토에스칸디도 국제공항,PXM,멕시코
푸에르토프린세사 공항,PPS,필리핀
푸카푸카 공항,PKP,프랑스령폴리네시아
푸카루아 공항,PUK,프랑스령폴리네시아
풀라 공항,PUY,크로아티아
팔라우 르당 공항,RDN,말레이시아
플코보 공항,LED,러시아
푼타카나 국제공항,PUJ,도미니카공화국
푼타 고다 공항,PGD,미국
푼타 라이시 공항 ,PMO,이탈리아
퓌레네 공항,PUF,프랑스
피르조위체 공항,KTW,폴란드
카발라 국제 공항,GBB,아제르바이잔
퀘시마 국내공항,AQI,사우디아라비아
캄도 바다 공항,BPX,중국
키안지앙 울산산 공항,JIQ,마카오
Qiemo 공항,IQM,마카오
킬리안 공항,HBQ,마카오
치메이 공항,CMJ,대만
칭다오 리아우팅 국제공항,TAO,마카오
경양 공항,IQN,마카오
친황다오 베이다이허 공항,BPE,중국
충하이 보아 공항,BAR,마카오
치치하얼 공항,NDG,마카오
쾌드 시티즈 공항,MLI,미국
퀘이드 이 아잠 국제공항 ,KHI,파키스탄
취안저우 진장 공항,JJN,마카오
콰트로 데 페베레이로 공항,LAD,앙골라
퀘벡 시티 장 레사지 국제공항,YQB,캐나다
퀸 알리아 국제공항,AMM,요르단
레이나 비트릭스 공항,AUA,아루바
퀴리메인 공항,UEL,모잠비크
카레타로인터콘티넨탈 공항,QRO,멕시코
퀘타 국제공항,UET,파키스탄
케첼코울 국제공항,NLD,멕시코
큄퍼 플러구팽 공항,UIP,프랑스
퀸시 지역 공항,UIN,미국
Quzhou 공항,JUZ,마카오
레이빌 공항,BVC,카보베르데
라츠지아 공항,VKG,베트남
라딘 인텐 II 국제공항,TKG,인도네시아
라돔 공항,RDO,폴란드
세인트 마건 공군기지,NQY,영국
라파엘 누네즈 공항,CTG,콜롬비아
라프하 국내공항,RAH,사우디아라비아
라프샌전 공항,RJN,이란
레글런 공항,BHS,오스트레일리아
라이푸르 공항,RPR,인도
라이바바에 공항,RVV,프랑스령폴리네시아
라자보 공항 ,BHO,인도
라자 산시 공항,ATQ,인도
라자문드리 공항,RJA,인도
라지브간디 국제공항 ,HYD,인도
라지코트 시빌 공항,RAJ,인도
롤리 더럼 국제공항,RDU,미국
Ramenskoye 공항,ZIA,러시아
라몬 국제공항,ETM,이스라엘
라몬 빌레다 모랄레스 공항,SAP,온두라스
람사 공항,RZR,이란
랑지로아 공항,RGI,프랑스령폴리네시아
르농 공항,UNN,태국
라로아 공항,RRR,프랑스령폴리네시아
라로통가 국제공항,RAR,쿡 군도
라스알카이마 국제공항,RKT,UAE
라슈트 공항,RAS,이란
레아오 아일랜드 공항,REA,프랑스령폴리네시아
레분 공항,RBJ,일본
레딩 시립 공항,RDD,미국
레지나 국제공항,YQR,캐나다
무르시아 지역 국제공항,RMU,스페인
랭스 샴페인 공항,RHE,프랑스
르네쏭 공항,RNE,프랑스
리노 타호 국제공항,RNO,미국
레시스텐시아 국제공항,RES,아르헨티나
레우스 공항,REU,스페인
레이캬비크 공항,RKV,아이슬란드
라인 루르 공항 ,DUS,독일
리치먼드 국제공항,RIC,미국
리켄배커 공항,LCK,미국
리가 국제공항,RIX,라트비아
리예카 공항,RJK,크로아티아
리마타라 공항,RMT,프랑스령폴리네시아
리우데자네이루 국제공항 ,GIG,브라질
리오가제고스 공항 ,RGL,아르헨티나
리시리 공항,RIS,일본
리베살테 공항,PGF,프랑스
로브노 공항,RWN,우크라이나
일조 Shanzihe 공항,RIZ,마카오
로어노크 지역공항 ,ROA,미국
로빈훗 돈캐스터 쉐필드,DSA,영국
록햄프턴 공항,ROK,오스트레일리아
로드리게즈 발롱 공항,AQP,페루
뢰르비크 공항,RVK,노르웨이
로그 밸리 국제공항,MFR,미국
Rohnerville 공항,XXY,프랑스
로이 엣 공항,ROI,태국
롤런드 개로스 공항,RUN,레위니옹
로마 공항,RMA,오스트레일리아
로널드 레이건 위싱턴 내셔널 공항,DCA,미국
로널즈웨이 공항,IOM,영국
루우이콥 공항 ,WVB,나미비아
뢰로스 공항,RRS,노르웨이
로치노 공항,TJM,러시아
로쉬 피나 공항 ,RPN,이스라엘
로스카일데 공항,RKE,덴마크
뢰스볼드 공항,MQN,노르웨이
로스토프나도누 공항,ROV,러시아
로타 국제공항,ROP,북마리아나제도
로테르담 공항,RTM,네덜란드
루마네레 공항,EGC,프랑스
로바니미 공항,RVN,핀란드
로우리앗 공항,JRH,인도
록사 시티 공항,RXS,필리핀
루흐벤 베르타 공항,URG,브라질
룬드라 마타 공항,BHJ,인도
룬두 공항,NDU,나미비아
루오 창 루란 공항,RQA,마카오
루루투 공항,RUR,프랑스령폴리네시아
루이즈네 공항,PRG,체코 공화국
사바델공항,QSA,스페인
사비하 곡센 공항,SAW,터키
Sabzevar 공항,AFZ,이란
사천 공항,HIN,대한민국
새크라멘토 익제큐티브 공항,SAC,미국
새크라멘토 국제공항,SMF,미국
다식 아브바카 더 서드 국제공항,SKO,나이지리아
사도 공항,SDS,일본
사가 공항,HSG,일본
사한드 공항,ACP,이란
사네왈 공항,LUH,인도
생 타그낭 공항,RCO,프랑스
상악타엔 부데온 공항,EBU,프랑스
세인트 헬레나 공항,HLE,세인트헬레나(영국령)
생 쟈크 공항,RNS,프랑스
세인트존 공항,YSJ,캐나다
세인트루이스 공항,XLS,세네갈
생 피에르 공항,FSP,생피에르미클롱
산바드레미 공항,SBH,생바르텔레미
생테 캐트린 공항,CLY,프랑스
생 쥐아즈 공항,GNB,프랑스
생로랑뒤마로니 공항,LDX,프랑스령기아나
세인트 얀 공항,SYT,프랑스
사이판 섬 국제공항,SPN,북마리아나제도
사이스 공항,FEZ,모로코
사콘나콘 공항,SNO,태국
살라라 공항,SLL,오만
살람 공항,MVR,카메룬
살라자르국제공항,TMS,상투메프린시페
살샤 공항,SCV,루마니아
살레 공항 ,RBA,모로코
세일럼 공항,SXV,인도
살레르노 공항,QSR,이탈리아
살라도 핀호 공항,POA,브라질
솔트레이크 시티 국제공항,SLC,미국
살바자 공항,CCF,프랑스
삼 라투라기 국제공항,MDC,인도네시아
사마냐 엘카티 국제공항,AZS,도미니카공화국
사마르칸트 공항,SKD,우즈베키스탄
삼브르 공항,IXG,인도
사모스 국제공항 ,SMI,그리스
사무이 공항,USM,태국
샌안토니오 국제공항,SAT,미국
산카를로스데바릴로체 국제공항,BRC,아르헨티나
샌디에이고 국제공항 ,SAN,미국
산페르난도 국제공항,FDO,아르헨티나
샌프란시스코 공항,SQD,마카오
산프란시스코 국제공항,SFO,미국
산자비에 공항,MJV,스페인
산 제로니모 공항,MTR,콜롬비아
산 호세 공항,SJI,필리핀
산호세델구아비아로 공항,SJE,콜롬비아
산후안 공항,UAQ,아르헨티나
산루이스 공항,IPI,콜롬비아
산루이스 공항,LUQ,아르헨티나
산 루이스 오비스포 카운티 지역공항,SBP,미국
산 니콜라스 공항,RIM,페루
산세바스티안 공항,EAS,스페인
산 비센테 공항,SWL,필리핀
사난다 공항,SDG,이란
산다칸 공항,SDK,말레이시아
산다네 공항,SDN,노르웨이
사네피오르 공항,TRF,노르웨이
샌포드 국제공항,SFB,미국
상그니어 공항,JAI,인도
상가-상가 공항,TWT,필리핀
상스터 국제공항,MBJ,자메이카
사니아 라멜 공항,TTU,모로코
산리우르파 GAP 공항,GNY,터키
Sanming Shaxian 공항,SQJ,마카오
산트 에디지오 공항,PEG,이탈리아
산타바바라 시공항,SBA,미국
산타 제노베바 공항,GYN,브라질
산타 이사벨 공항,SSG,적도 기니
산타마리아 공항,AJU,브라질
산타마리아 퍼블릭 공항,SMX,미국
산타로사 공항,RSA,아르헨티나
산타구이다 공항,MZL,콜롬비아
산탄데 공항,SDR,스페인
Santarem-Maestro 윌슨폰세카 공항,STM,브라질
산티아고 공항,SCQ,스페인
산티아고 시공항,STI,도미니카공화국
산티아고 페레즈 공항,AUC,콜롬비아
산티아고 빌랴 공항,GIR,콜롬비아
산토리니 내셔널 공항,JTR,그리스
산투스 뒤몬트 지역공항,SDU,브라질
산야 피닉스 국제공항 ,SYX,마카오
상 필리페 공항,SFL,카보베르데
상 호르헤 공항,SJZ,포르투갈
사오호세도리오프레토 공항,SJP,브라질
사오호세도스캄포스 지역공항,SJK,브라질
산페드로 공항,VXE,카보베르데
사란스크 공항,SKX,러시아
새러소타 브레이든턴 국제공항,SRQ,미국
사다르 발랍하이 파텔 국제공항 ,AMD,인도
사스카툰 존 G. 디이픈베이커 국제공항,YXE,캐나다
사투마레 국제공항,SUJ,루마니아
사트와리 공항,IXJ,인도
사울 공항,XAU,프랑스령기아나
소뮈르 생 플로랑 공항,XSU,프랑스
서배너 힐튼 헤드 공항,SAV,미국
사본리나 공항,SVL,핀란드
Sayak 공항,IAO,필리핀
스칸디나비아 산맥 공항,SCR,스웨덴
스캐스타 공항,SCS,영국
스키폴 공항,AMS,네덜란드
쉐너펠트 국제공항 ,SXF,독일
시드 도브 공항 ,SDV,이스라엘
시애틀 타코마 국제공항,SEA,미국
시이브 국제공항,MCT,오만
스환 쉐리프 공항,SYW,파키스탄
셀레비-피크베 지역공항,PKW,보츠와나
셈난 시립 공항,SNX,이란
세나됴 페트로니오 포르텔라 공항,THE,브라질
센다이 공항,SDJ,일본
세노우 공항,BKO,말리
세펭간 국제공항,BPN,인도네시아
세르벨 공항,LAI,프랑스
세빌리아 산 파블로 공항,SVQ,스페인
세이셸 국제공항,SEZ,세이셸
